ENTIDAD,ANUAL,MESES,Prec,AÑO
BAJA CALIFORNIA SUR,140.8,JUL,14.2,1986
CAMPECHE,969.9,JUL,161.8,1986
COAHUILA,412.2,JUL,14.3,1986
COLIMA,786.3,JUL,150.0,1986
CHIAPAS,"1,435.1",JUL,171.6,1986
CHIHUAHUA,447.5,JUL,134.7,1986
DISTRITO FEDERAL,688.3,JUL,105.2,1986
DURANGO,653.6,JUL,146.6,1986
GUANAJUATO,538.5,JUL,83.2,1986
GUERRERO,786.3,JUL,140.7,1986
HIDALGO,687.9,JUL,104.3,1986
JALISCO,776.0,JUL,190.1,1986
ESTADO DE MÉXICO,699.3,JUL,117.1,1986
MICHOACÁN,596.6,JUL,125.7,1986
MORELOS,482.5,JUL,75.3,1986
NAYARIT,680.3,JUL,144.5,1986
NUEVO LEÓN,669.6,JUL,21.7,1986
OAXACA,"1,262.2",JUL,181.6,1986
PUEBLA,"1,055.5",JUL,133.8,1986
QUERÉTARO,531.5,JUL,58.8,1986
QUINTANA ROO,"1,090.0",JUL,89.4,1986
SAN LUIS POTOSÍ,800.5,JUL,121.6,1986
SINALOA,646.3,JUL,124.8,1986
SONORA,448.9,JUL,118.5,1986
TABASCO,"1,733.3",JUL,96.3,1986
TAMAULIPAS,691.1,JUL,58.3,1986
TLAXCALA,596.4,JUL,66.4,1986
VERACRUZ,"1,267.7",JUL,185.9,1986
YUCATÁN,"1,027.4",JUL,116.9,1986
ZACATECAS,480.2,JUL,135.3,1986
AGUASCALIENTES,434.9,AGO,32.7,1986
BAJA CALIFORNIA,174.7,AGO,2.2,1986
BAJA CALIFORNIA SUR,140.8,AGO,49.6,1986
CAMPECHE,969.9,AGO,179.7,1986
COAHUILA,412.2,AGO,20.5,1986
COLIMA,786.3,AGO,138.5,1986
CHIAPAS,"1,435.1",AGO,196.5,1986
CHIHUAHUA,447.5,AGO,93.2,1986
DISTRITO FEDERAL,688.3,AGO,119.3,1986
DURANGO,653.6,AGO,73.0,1986
GUANAJUATO,538.5,AGO,64.8,1986
GUERRERO,786.3,AGO,163.5,1986
HIDALGO,687.9,AGO,50.9,1986
JALISCO,776.0,AGO,149.9,1986
ESTADO DE MÉXICO,699.3,AGO,111.3,1986
MICHOACÁN,596.6,AGO,105.5,1986
MORELOS,482.5,AGO,50.6,1986
NAYARIT,680.3,AGO,224.3,1986
NUEVO LEÓN,669.6,AGO,30.1,1986
OAXACA,"1,262.2",AGO,185.3,1986
PUEBLA,"1,055.5",AGO,112.6,1986
QUERÉTARO,531.5,AGO,43.4,1986
QUINTANA ROO,"1,090.0",AGO,72.5,1986
SAN LUIS POTOSÍ,800.5,AGO,29.0,1986
SINALOA,646.3,AGO,161.8,1986
SONORA,448.9,AGO,100.4,1986
TABASCO,"1,733.3",AGO,154.0,1986
TAMAULIPAS,691.1,AGO,52.3,1986
TLAXCALA,596.4,AGO,72.1,1986
VERACRUZ,"1,267.7",AGO,155.9,1986
YUCATÁN,"1,027.4",AGO,136.1,1986
ZACATECAS,480.2,AGO,54.1,1986
AGUASCALIENTES,434.9,SEP,98.1,1986
BAJA CALIFORNIA,174.7,SEP,11.6,1986
BAJA CALIFORNIA SUR,140.8,SEP,18.4,1986
CAMPECHE,969.9,SEP,119.8,1986
COAHUILA,412.2,SEP,91.3,1986
COLIMA,786.3,SEP,193.1,1986
CHIAPAS,"1,435.1",SEP,189.9,1986
CHIHUAHUA,447.5,SEP,62.3,1986
DISTRITO FEDERAL,688.3,SEP,80.1,1986
DURANGO,653.6,SEP,152.4,1986
GUANAJUATO,538.5,SEP,77.7,1986
GUERRERO,786.3,SEP,131.9,1986
HIDALGO,687.9,SEP,76.9,1986
JALISCO,776.0,SEP,112.3,1986
ESTADO DE MÉXICO,699.3,SEP,90.1,1986
MICHOACÁN,596.6,SEP,121.9,1986
MORELOS,482.5,SEP,60.0,1986
NAYARIT,680.3,SEP,116.5,1986
NUEVO LEÓN,669.6,SEP,145.4,1986
OAXACA,"1,262.2",SEP,238.4,1986
PUEBLA,"1,055.5",SEP,135.1,1986
QUERÉTARO,531.5,SEP,37.8,1986
QUINTANA ROO,"1,090.0",SEP,134.8,1986
SAN LUIS POTOSÍ,800.5,SEP,93.7,1986
SINALOA,646.3,SEP,117.3,1986
SONORA,448.9,SEP,81.6,1986
TABASCO,"1,733.3",SEP,165.1,1986
TAMAULIPAS,691.1,SEP,126.0,1986
TLAXCALA,596.4,SEP,59.9,1986
VERACRUZ,"1,267.7",SEP,186.6,1986
YUCATÁN,"1,027.4",SEP,154.9,1986
ZACATECAS,480.2,SEP,75.9,1986
AGUASCALIENTES,434.9,OCT,80.8,1986
BAJA CALIFORNIA,174.7,OCT,21.5,1986
BAJA CALIFORNIA SUR,140.8,OCT,21.0,1986
CAMPECHE,969.9,OCT,121.5,1986
COAHUILA,412.2,OCT,58.9,1986
COLIMA,786.3,OCT,142.9,1986
CHIAPAS,"1,435.1",OCT,120.4,1986
CHIHUAHUA,447.5,OCT,17.8,1986
DISTRITO FEDERAL,688.3,OCT,51.2,1986
DURANGO,653.6,OCT,77.6,1986
GUANAJUATO,538.5,OCT,44.0,1986
GUERRERO,786.3,OCT,55.7,1986
HIDALGO,687.9,OCT,71.8,1986
JALISCO,776.0,OCT,75.9,1986
ESTADO DE MÉXICO,699.3,OCT,47.3,1986
MICHOACÁN,596.6,OCT,47.3,1986
MORELOS,482.5,OCT,30.0,1986
NAYARIT,680.3,OCT,62.5,1986
NUEVO LEÓN,669.6,OCT,62.1,1986
OAXACA,"1,262.2",OCT,119.5,1986
PUEBLA,"1,055.5",OCT,116.3,1986
QUERÉTARO,531.5,OCT,32.5,1986
QUINTANA ROO,"1,090.0",OCT,121.4,1986
SAN LUIS POTOSÍ,800.5,OCT,105.9,1986
SINALOA,646.3,OCT,135.6,1986
SONORA,448.9,OCT,19.4,1986
TABASCO,"1,733.3",OCT,180.1,1986
TAMAULIPAS,691.1,OCT,83.0,1986
TLAXCALA,596.4,OCT,46.4,1986
VERACRUZ,"1,267.7",OCT,130.6,1986
YUCATÁN,"1,027.4",OCT,118.3,1986
ZACATECAS,480.2,OCT,30.5,1986
AGUASCALIENTES,434.9,NOV,15.2,1986
BAJA CALIFORNIA,174.7,NOV,10.3,1986
BAJA CALIFORNIA SUR,140.8,NOV,0.9,1986
CAMPECHE,969.9,NOV,42.8,1986
COAHUILA,412.2,NOV,11.2,1986
COLIMA,786.3,NOV,19.0,1986
CHIAPAS,"1,435.1",NOV,100.8,1986
CHIHUAHUA,447.5,NOV,9.4,1986
DISTRITO FEDERAL,688.3,NOV,4.0,1986
DURANGO,653.6,NOV,9.9,1986
GUANAJUATO,538.5,NOV,12.3,1986
GUERRERO,786.3,NOV,19.1,1986
HIDALGO,687.9,NOV,47.5,1986
JALISCO,776.0,NOV,12.8,1986
ESTADO DE MÉXICO,699.3,NOV,12.7,1986
MICHOACÁN,596.6,NOV,21.7,1986
MORELOS,482.5,NOV,11.6,1986
NAYARIT,680.3,NOV,9.6,1986
NUEVO LEÓN,669.6,NOV,34.9,1986
OAXACA,"1,262.2",NOV,71.1,1986
PUEBLA,"1,055.5",NOV,81.6,1986
QUERÉTARO,531.5,NOV,19.8,1986
QUINTANA ROO,"1,090.0",NOV,61.9,1986
SAN LUIS POTOSÍ,800.5,NOV,60.6,1986
SINALOA,646.3,NOV,6.3,1986
SONORA,448.9,NOV,14.7,1986
TABASCO,"1,733.3",NOV,236.6,1986
TAMAULIPAS,691.1,NOV,44.2,1986
TLAXCALA,596.4,NOV,17.7,1986
VERACRUZ,"1,267.7",NOV,117.9,1986
YUCATÁN,"1,027.4",NOV,53.2,1986
ZACATECAS,480.2,NOV,7.7,1986
AGUASCALIENTES,434.9,DIC,1.6,1986
BAJA CALIFORNIA,174.7,DIC,25.0,1986
BAJA CALIFORNIA SUR,140.8,DIC,19.4,1986
CAMPECHE,969.9,DIC,37.3,1986
COAHUILA,412.2,DIC,34.4,1986
COLIMA,786.3,DIC,5.7,1986
CHIAPAS,"1,435.1",DIC,48.2,1986
CHIHUAHUA,447.5,DIC,34.3,1986
DISTRITO FEDERAL,688.3,DIC,0.0,1986
DURANGO,653.6,DIC,38.6,1986
GUANAJUATO,538.5,DIC,9.4,1986
GUERRERO,786.3,DIC,11.3,1986
HIDALGO,687.9,DIC,19.6,1986
JALISCO,776.0,DIC,9.2,1986
ESTADO DE MÉXICO,699.3,DIC,7.8,1986
MICHOACÁN,596.6,DIC,10.5,1986
MORELOS,482.5,DIC,2.3,1986
NAYARIT,680.3,DIC,13.4,1986
NUEVO LEÓN,669.6,DIC,60.2,1986
OAXACA,"1,262.2",DIC,46.9,1986
PUEBLA,"1,055.5",DIC,48.4,1986
QUERÉTARO,531.5,DIC,6.3,1986
QUINTANA ROO,"1,090.0",DIC,140.0,1986
SAN LUIS POTOSÍ,800.5,DIC,31.3,1986
SINALOA,646.3,DIC,28.6,1986
SONORA,448.9,DIC,46.8,1986
TABASCO,"1,733.3",DIC,142.6,1986
TAMAULIPAS,691.1,DIC,38.5,1986
TLAXCALA,596.4,DIC,10.5,1986
VERACRUZ,"1,267.7",DIC,82.8,1986
YUCATÁN,"1,027.4",DIC,105.5,1986
ZACATECAS,480.2,DIC,20.9,1986
AGUASCALIENTES,371.8,ENE,23.9,1987
BAJA CALIFORNIA,317.3,ENE,28.9,1987
BAJA CALIFORNIA SUR,120.9,ENE,0.8,1987
CAMPECHE,"1,064.2",ENE,60.1,1987
COAHUILA,396.1,ENE,16.2,1987
COLIMA,731.6,ENE,7.3,1987
CHIAPAS,"1,803.7",ENE,36.4,1987
CHIHUAHUA,467.0,ENE,8.2,1987
DISTRITO FEDERAL,693.2,ENE,0.0,1987
DURANGO,479.2,ENE,19.2,1987
GUANAJUATO,579.4,ENE,11.9,1987
GUERRERO,952.0,ENE,1.9,1987
HIDALGO,608.0,ENE,13.8,1987
JALISCO,889.7,ENE,15.1,1987
ESTADO DE MÉXICO,741.2,ENE,1.5,1987
MICHOACÁN,676.4,ENE,4.6,1987
MORELOS,688.3,ENE,1.1,1987
NAYARIT,"1,051.4",ENE,56.8,1987
NUEVO LEÓN,702.0,ENE,39.6,1987
OAXACA,992.0,ENE,1.0,1987
PUEBLA,"1,093.1",ENE,21.3,1987
QUERÉTARO,488.7,ENE,4.2,1987
QUINTANA ROO,"1,296.4",ENE,86.3,1987
SAN LUIS POTOSÍ,904.6,ENE,16.0,1987
SINALOA,519.8,ENE,13.8,1987
SONORA,321.6,ENE,4.7,1987
TABASCO,"2,126.6",ENE,70.5,1987
TAMAULIPAS,700.2,ENE,29.6,1987
TLAXCALA,581.9,ENE,0.6,1987
VERACRUZ,"1,156.6",ENE,10.9,1987
YUCATÁN,985.3,ENE,35.2,1987
ZACATECAS,515.6,ENE,51.3,1987
AGUASCALIENTES,371.8,FEB,38.7,1987
BAJA CALIFORNIA,317.3,FEB,48.6,1987
BAJA CALIFORNIA SUR,120.9,FEB,2.7,1987
CAMPECHE,"1,064.2",FEB,0.3,1987
COAHUILA,396.1,FEB,34.1,1987
COLIMA,731.6,FEB,23.9,1987
CHIAPAS,"1,803.7",FEB,44.5,1987
CHIHUAHUA,467.0,FEB,6.1,1987
DISTRITO FEDERAL,693.2,FEB,5.8,1987
DURANGO,479.2,FEB,14.7,1987
GUANAJUATO,579.4,FEB,31.6,1987
GUERRERO,952.0,FEB,0.5,1987
HIDALGO,608.0,FEB,6.1,1987
JALISCO,889.7,FEB,46.9,1987
ESTADO DE MÉXICO,741.2,FEB,4.7,1987
MICHOACÁN,676.4,FEB,4.5,1987
MORELOS,688.3,FEB,0.7,1987
NAYARIT,"1,051.4",FEB,54.2,1987
NUEVO LEÓN,702.0,FEB,32.1,1987
OAXACA,992.0,FEB,6.0,1987
PUEBLA,"1,093.1",FEB,19.4,1987
QUERÉTARO,488.7,FEB,6.3,1987
QUINTANA ROO,"1,296.4",FEB,55.6,1987
SAN LUIS POTOSÍ,904.6,FEB,19.6,1987
SINALOA,519.8,FEB,22.1,1987
SONORA,321.6,FEB,23.3,1987
TABASCO,"2,126.6",FEB,78.5,1987
TAMAULIPAS,700.2,FEB,21.5,1987
TLAXCALA,581.9,FEB,3.8,1987
VERACRUZ,"1,156.6",FEB,10.6,1987
YUCATÁN,985.3,FEB,12.9,1987
ZACATECAS,515.6,FEB,44.8,1987
AGUASCALIENTES,371.8,MAR,0.0,1987
BAJA CALIFORNIA,317.3,MAR,27.6,1987
BAJA CALIFORNIA SUR,120.9,MAR,0.0,1987
CAMPECHE,"1,064.2",MAR,1.8,1987
COAHUILA,396.1,MAR,8.7,1987
COLIMA,731.6,MAR,0.7,1987
CHIAPAS,"1,803.7",MAR,61.8,1987
CHIHUAHUA,467.0,MAR,3.7,1987
DISTRITO FEDERAL,693.2,MAR,4.4,1987
DURANGO,479.2,MAR,0.0,1987
GUANAJUATO,579.4,MAR,76.7,1987
GUERRERO,952.0,MAR,3.5,1987
HIDALGO,608.0,MAR,18.8,1987
JALISCO,889.7,MAR,61.4,1987
ESTADO DE MÉXICO,741.2,MAR,10.4,1987
MICHOACÁN,676.4,MAR,4.9,1987
MORELOS,688.3,MAR,3.0,1987
NAYARIT,"1,051.4",MAR,13.4,1987
NUEVO LEÓN,702.0,MAR,17.1,1987
OAXACA,992.0,MAR,21.3,1987
PUEBLA,"1,093.1",MAR,27.6,1987
QUERÉTARO,488.7,MAR,21.5,1987
QUINTANA ROO,"1,296.4",MAR,61.2,1987
SAN LUIS POTOSÍ,904.6,MAR,15.9,1987
SINALOA,519.8,MAR,9.1,1987
SONORA,321.6,MAR,2.0,1987
TABASCO,"2,126.6",MAR,83.5,1987
TAMAULIPAS,700.2,MAR,22.1,1987
TLAXCALA,581.9,MAR,5.3,1987
VERACRUZ,"1,156.6",MAR,35.6,1987
YUCATÁN,985.3,MAR,20.7,1987
ZACATECAS,515.6,MAR,3.2,1987
AGUASCALIENTES,371.8,ABR,8.6,1987
BAJA CALIFORNIA,317.3,ABR,10.6,1987
BAJA CALIFORNIA SUR,120.9,ABR,0.9,1987
CAMPECHE,"1,064.2",ABR,10.0,1987
COAHUILA,396.1,ABR,22.8,1987
COLIMA,731.6,ABR,5.0,1987
CHIAPAS,"1,803.7",ABR,29.9,1987
CHIHUAHUA,467.0,ABR,52.0,1987
DISTRITO FEDERAL,693.2,ABR,19.5,1987
DURANGO,479.2,ABR,6.6,1987
GUANAJUATO,579.4,ABR,17.7,1987
GUERRERO,952.0,ABR,7.8,1987
HIDALGO,608.0,ABR,34.1,1987
JALISCO,889.7,ABR,9.3,1987
ESTADO DE MÉXICO,741.2,ABR,25.6,1987
MICHOACÁN,676.4,ABR,46.1,1987
MORELOS,688.3,ABR,6.4,1987
NAYARIT,"1,051.4",ABR,0.4,1987
NUEVO LEÓN,702.0,ABR,37.9,1987
OAXACA,992.0,ABR,28.4,1987
PUEBLA,"1,093.1",ABR,27.2,1987
QUERÉTARO,488.7,ABR,20.7,1987
QUINTANA ROO,"1,296.4",ABR,16.7,1987
SAN LUIS POTOSÍ,904.6,ABR,38.7,1987
SINALOA,519.8,ABR,9.3,1987
SONORA,321.6,ABR,4.3,1987
TABASCO,"2,126.6",ABR,28.3,1987
TAMAULIPAS,700.2,ABR,24.7,1987
TLAXCALA,581.9,ABR,30.8,1987
VERACRUZ,"1,156.6",ABR,27.7,1987
YUCATÁN,985.3,ABR,9.2,1987
ZACATECAS,515.6,ABR,6.5,1987
AGUASCALIENTES,371.8,MAY,45.4,1987
BAJA CALIFORNIA,317.3,MAY,1.2,1987
BAJA CALIFORNIA SUR,120.9,MAY,0.4,1987
CAMPECHE,"1,064.2",MAY,101.9,1987
COAHUILA,396.1,MAY,75.0,1987
COLIMA,731.6,MAY,3.2,1987
CHIAPAS,"1,803.7",MAY,67.1,1987
CHIHUAHUA,467.0,MAY,30.1,1987
DISTRITO FEDERAL,693.2,MAY,48.7,1987
DURANGO,479.2,MAY,24.5,1987
GUANAJUATO,579.4,MAY,40.1,1987
GUERRERO,952.0,MAY,28.9,1987
HIDALGO,608.0,MAY,68.1,1987
JALISCO,889.7,MAY,32.2,1987
ESTADO DE MÉXICO,741.2,MAY,41.1,1987
MICHOACÁN,676.4,MAY,33.8,1987
MORELOS,688.3,MAY,22.0,1987
NAYARIT,"1,051.4",MAY,9.0,1987
NUEVO LEÓN,702.0,MAY,75.1,1987
OAXACA,992.0,MAY,55.3,1987
PUEBLA,"1,093.1",MAY,68.5,1987
QUERÉTARO,488.7,MAY,44.5,1987
QUINTANA ROO,"1,296.4",MAY,327.3,1987
SAN LUIS POTOSÍ,904.6,MAY,136.0,1987
SINALOA,519.8,MAY,8.5,1987
SONORA,321.6,MAY,15.9,1987
TABASCO,"2,126.6",MAY,55.4,1987
TAMAULIPAS,700.2,MAY,114.9,1987
TLAXCALA,581.9,MAY,63.3,1987
VERACRUZ,"1,156.6",MAY,61.7,1987
YUCATÁN,985.3,MAY,137.8,1987
ZACATECAS,515.6,MAY,25.9,1987
AGUASCALIENTES,371.8,JUN,42.5,1987
BAJA CALIFORNIA,317.3,JUN,0.1,1987
BAJA CALIFORNIA SUR,120.9,JUN,0.1,1987
CAMPECHE,"1,064.2",JUN,183.9,1987
COAHUILA,396.1,JUN,50.1,1987
COLIMA,731.6,JUN,88.9,1987
CHIAPAS,"1,803.7",JUN,375.4,1987
CHIHUAHUA,467.0,JUN,31.2,1987
DISTRITO FEDERAL,693.2,JUN,108.1,1987
DURANGO,479.2,JUN,42.6,1987
GUANAJUATO,579.4,JUN,56.2,1987
GUERRERO,952.0,JUN,179.6,1987
HIDALGO,608.0,JUN,111.4,1987
JALISCO,889.7,JUN,137.7,1987
ESTADO DE MÉXICO,741.2,JUN,149.1,1987
MICHOACÁN,676.4,JUN,92.6,1987
MORELOS,688.3,JUN,145.5,1987
NAYARIT,"1,051.4",JUN,92.5,1987
NUEVO LEÓN,702.0,JUN,147.7,1987
OAXACA,992.0,JUN,232.4,1987
PUEBLA,"1,093.1",JUN,167.8,1987
QUERÉTARO,488.7,JUN,113.1,1987
QUINTANA ROO,"1,296.4",JUN,168.2,1987
SAN LUIS POTOSÍ,904.6,JUN,142.8,1987
SINALOA,519.8,JUN,23.2,1987
SONORA,321.6,JUN,10.5,1987
TABASCO,"2,126.6",JUN,341.9,1987
TAMAULIPAS,700.2,JUN,142.8,1987
TLAXCALA,581.9,JUN,139.5,1987
VERACRUZ,"1,156.6",JUN,215.7,1987
YUCATÁN,985.3,JUN,132.2,1987
ZACATECAS,515.6,JUN,55.9,1987
AGUASCALIENTES,371.8,JUL,112.2,1987
BAJA CALIFORNIA,317.3,JUL,0.8,1987
BAJA CALIFORNIA SUR,120.9,JUL,28.9,1987
CAMPECHE,"1,064.2",JUL,189.8,1987
COAHUILA,396.1,JUL,47.7,1987
COLIMA,731.6,JUL,287.0,1987
CHIAPAS,"1,803.7",JUL,377.7,1987
CHIHUAHUA,467.0,JUL,106.7,1987
DISTRITO FEDERAL,693.2,JUL,215.1,1987
DURANGO,479.2,JUL,90.0,1987
GUANAJUATO,579.4,JUL,142.4,1987
GUERRERO,952.0,JUL,292.6,1987
HIDALGO,608.0,JUL,128.3,1987
JALISCO,889.7,JUL,234.6,1987
ESTADO DE MÉXICO,741.2,JUL,220.9,1987
MICHOACÁN,676.4,JUL,259.0,1987
MORELOS,688.3,JUL,256.0,1987
NAYARIT,"1,051.4",JUL,304.2,1987
NUEVO LEÓN,702.0,JUL,82.3,1987
OAXACA,992.0,JUL,308.9,1987
PUEBLA,"1,093.1",JUL,215.6,1987
QUERÉTARO,488.7,JUL,129.5,1987
QUINTANA ROO,"1,296.4",JUL,88.8,1987
SAN LUIS POTOSÍ,904.6,JUL,276.5,1987
SINALOA,519.8,JUL,133.8,1987
SONORA,321.6,JUL,83.8,1987
TABASCO,"2,126.6",JUL,289.4,1987
TAMAULIPAS,700.2,JUL,134.5,1987
TLAXCALA,581.9,JUL,141.6,1987
VERACRUZ,"1,156.6",JUL,280.5,1987
YUCATÁN,985.3,JUL,132.5,1987
ZACATECAS,515.6,JUL,116.2,1987
AGUASCALIENTES,371.8,AGO,36.4,1987
BAJA CALIFORNIA,317.3,AGO,1.6,1987
BAJA CALIFORNIA SUR,120.9,AGO,25.3,1987
CAMPECHE,"1,064.2",AGO,190.7,1987
COAHUILA,396.1,AGO,56.3,1987
COLIMA,731.6,AGO,162.4,1987
CHIAPAS,"1,803.7",AGO,272.4,1987
CHIHUAHUA,467.0,AGO,128.0,1987
DISTRITO FEDERAL,693.2,AGO,172.2,1987
DURANGO,479.2,AGO,161.4,1987
GUANAJUATO,579.4,AGO,104.6,1987
GUERRERO,952.0,AGO,194.1,1987
HIDALGO,608.0,AGO,54.4,1987
JALISCO,889.7,AGO,179.4,1987
ESTADO DE MÉXICO,741.2,AGO,158.7,1987
MICHOACÁN,676.4,AGO,117.3,1987
MORELOS,688.3,AGO,103.7,1987
NAYARIT,"1,051.4",AGO,293.4,1987
NUEVO LEÓN,702.0,AGO,90.3,1987
OAXACA,992.0,AGO,76.9,1987
PUEBLA,"1,093.1",AGO,135.5,1987
QUERÉTARO,488.7,AGO,56.1,1987
QUINTANA ROO,"1,296.4",AGO,107.3,1987
SAN LUIS POTOSÍ,904.6,AGO,56.6,1987
SINALOA,519.8,AGO,133.1,1987
SONORA,321.6,AGO,98.1,1987
TABASCO,"2,126.6",AGO,275.2,1987
TAMAULIPAS,700.2,AGO,70.0,1987
TLAXCALA,581.9,AGO,117.8,1987
VERACRUZ,"1,156.6",AGO,111.9,1987
YUCATÁN,985.3,AGO,114.1,1987
ZACATECAS,515.6,AGO,70.6,1987
AGUASCALIENTES,371.8,SEP,44.2,1987
BAJA CALIFORNIA,317.3,SEP,11.1,1987
BAJA CALIFORNIA SUR,120.9,SEP,36.7,1987
CAMPECHE,"1,064.2",SEP,126.7,1987
COAHUILA,396.1,SEP,49.0,1987
COLIMA,731.6,SEP,104.6,1987
CHIAPAS,"1,803.7",SEP,257.9,1987
CHIHUAHUA,467.0,SEP,73.4,1987
DISTRITO FEDERAL,693.2,SEP,116.3,1987
DURANGO,479.2,SEP,87.8,1987
GUANAJUATO,579.4,SEP,76.1,1987
GUERRERO,952.0,SEP,196.7,1987
HIDALGO,608.0,SEP,84.7,1987
JALISCO,889.7,SEP,111.9,1987
ESTADO DE MÉXICO,741.2,SEP,107.1,1987
MICHOACÁN,676.4,SEP,82.7,1987
MORELOS,688.3,SEP,136.0,1987
NAYARIT,"1,051.4",SEP,194.3,1987
NUEVO LEÓN,702.0,SEP,127.9,1987
OAXACA,992.0,SEP,170.3,1987
PUEBLA,"1,093.1",SEP,179.1,1987
QUERÉTARO,488.7,SEP,56.0,1987
QUINTANA ROO,"1,296.4",SEP,107.3,1987
SAN LUIS POTOSÍ,904.6,SEP,149.0,1987
SINALOA,519.8,SEP,99.6,1987
SONORA,321.6,SEP,33.1,1987
TABASCO,"2,126.6",SEP,281.2,1987
TAMAULIPAS,700.2,SEP,84.9,1987
TLAXCALA,581.9,SEP,64.8,1987
VERACRUZ,"1,156.6",SEP,230.4,1987
YUCATÁN,985.3,SEP,189.4,1987
ZACATECAS,515.6,SEP,105.1,1987
AGUASCALIENTES,371.8,OCT,0.0,1987
BAJA CALIFORNIA,317.3,OCT,81.3,1987
BAJA CALIFORNIA SUR,120.9,OCT,14.2,1987
CAMPECHE,"1,064.2",OCT,71.8,1987
COAHUILA,396.1,OCT,25.4,1987
COLIMA,731.6,OCT,21.2,1987
CHIAPAS,"1,803.7",OCT,94.4,1987
CHIHUAHUA,467.0,OCT,10.1,1987
DISTRITO FEDERAL,693.2,OCT,0.0,1987
DURANGO,479.2,OCT,11.1,1987
GUANAJUATO,579.4,OCT,0.8,1987
GUERRERO,952.0,OCT,26.4,1987
HIDALGO,608.0,OCT,32.4,1987
JALISCO,889.7,OCT,33.2,1987
ESTADO DE MÉXICO,741.2,OCT,7.9,1987
MICHOACÁN,676.4,OCT,17.4,1987
MORELOS,688.3,OCT,6.9,1987
NAYARIT,"1,051.4",OCT,12.3,1987
NUEVO LEÓN,702.0,OCT,29.9,1987
OAXACA,992.0,OCT,22.5,1987
PUEBLA,"1,093.1",OCT,97.5,1987
QUERÉTARO,488.7,OCT,19.0,1987
QUINTANA ROO,"1,296.4",OCT,71.8,1987
SAN LUIS POTOSÍ,904.6,OCT,21.5,1987
SINALOA,519.8,OCT,21.9,1987
SONORA,321.6,OCT,7.7,1987
TABASCO,"2,126.6",OCT,241.9,1987
TAMAULIPAS,700.2,OCT,38.8,1987
TLAXCALA,581.9,OCT,0.3,1987
VERACRUZ,"1,156.6",OCT,67.7,1987
YUCATÁN,985.3,OCT,71.5,1987
ZACATECAS,515.6,OCT,2.6,1987
AGUASCALIENTES,371.8,NOV,15.9,1987
BAJA CALIFORNIA,317.3,NOV,41.5,1987
BAJA CALIFORNIA SUR,120.9,NOV,4.7,1987
CAMPECHE,"1,064.2",NOV,105.5,1987
COAHUILA,396.1,NOV,6.4,1987
COLIMA,731.6,NOV,18.2,1987
CHIAPAS,"1,803.7",NOV,90.8,1987
CHIHUAHUA,467.0,NOV,3.8,1987
DISTRITO FEDERAL,693.2,NOV,3.1,1987
DURANGO,479.2,NOV,6.0,1987
GUANAJUATO,579.4,NOV,11.3,1987
GUERRERO,952.0,NOV,19.1,1987
HIDALGO,608.0,NOV,47.5,1987
JALISCO,889.7,NOV,15.4,1987
ESTADO DE MÉXICO,741.2,NOV,12.8,1987
MICHOACÁN,676.4,NOV,9.7,1987
MORELOS,688.3,NOV,5.6,1987
NAYARIT,"1,051.4",NOV,6.1,1987
NUEVO LEÓN,702.0,NOV,9.4,1987
OAXACA,992.0,NOV,53.8,1987
PUEBLA,"1,093.1",NOV,110.4,1987
QUERÉTARO,488.7,NOV,13.5,1987
QUINTANA ROO,"1,296.4",NOV,134.7,1987
SAN LUIS POTOSÍ,904.6,NOV,24.6,1987
SINALOA,519.8,NOV,9.8,1987
SONORA,321.6,NOV,4.1,1987
TABASCO,"2,126.6",NOV,214.5,1987
TAMAULIPAS,700.2,NOV,12.7,1987
TLAXCALA,581.9,NOV,9.6,1987
VERACRUZ,"1,156.6",NOV,78.8,1987
YUCATÁN,985.3,NOV,72.8,1987
ZACATECAS,515.6,NOV,4.8,1987
AGUASCALIENTES,371.8,DIC,4.0,1987
BAJA CALIFORNIA,317.3,DIC,63.9,1987
BAJA CALIFORNIA SUR,120.9,DIC,6.1,1987
CAMPECHE,"1,064.2",DIC,21.6,1987
COAHUILA,396.1,DIC,4.4,1987
COLIMA,731.6,DIC,9.3,1987
CHIAPAS,"1,803.7",DIC,95.5,1987
CHIHUAHUA,467.0,DIC,13.7,1987
DISTRITO FEDERAL,693.2,DIC,0.0,1987
DURANGO,479.2,DIC,15.3,1987
GUANAJUATO,579.4,DIC,10.0,1987
GUERRERO,952.0,DIC,0.9,1987
HIDALGO,608.0,DIC,8.3,1987
JALISCO,889.7,DIC,12.6,1987
ESTADO DE MÉXICO,741.2,DIC,1.4,1987
MICHOACÁN,676.4,DIC,3.8,1987
MORELOS,688.3,DIC,1.7,1987
NAYARIT,"1,051.4",DIC,14.8,1987
NUEVO LEÓN,702.0,DIC,12.7,1987
OAXACA,992.0,DIC,15.3,1987
PUEBLA,"1,093.1",DIC,23.2,1987
QUERÉTARO,488.7,DIC,4.4,1987
QUINTANA ROO,"1,296.4",DIC,71.2,1987
SAN LUIS POTOSÍ,904.6,DIC,7.4,1987
SINALOA,519.8,DIC,35.6,1987
SONORA,321.6,DIC,34.2,1987
TABASCO,"2,126.6",DIC,166.3,1987
TAMAULIPAS,700.2,DIC,3.8,1987
TLAXCALA,581.9,DIC,4.7,1987
VERACRUZ,"1,156.6",DIC,25.2,1987
