ENTIDAD,ANUAL,MESES,Tmin,AÑO
MICHOACÁN,11.7,ABR,11.6,1994
MORELOS,14.5,ABR,15.6,1994
NAYARIT,17.6,ABR,15.2,1994
NUEVO LEÓN,12.9,ABR,12.7,1994
OAXACA,15.5,ABR,15.8,1994
PUEBLA,9.9,ABR,10.8,1994
QUERÉTARO,10.7,ABR,11.4,1994
QUINTANA ROO,20.4,ABR,20.2,1994
SAN LUIS POTOSÍ,13.8,ABR,14.1,1994
SINALOA,17.6,ABR,14.5,1994
SONORA,13.5,ABR,10.7,1994
TABASCO,21.7,ABR,22.2,1994
TAMAULIPAS,17.2,ABR,17.0,1994
TLAXCALA,6.0,ABR,7.0,1994
VERACRUZ,17.2,ABR,17.9,1994
YUCATÁN,19.1,ABR,19.5,1994
ZACATECAS,8.8,ABR,8.2,1994
AGUASCALIENTES,9.1,MAY,12.3,1994
BAJA CALIFORNIA,11.0,MAY,11.2,1994
BAJA CALIFORNIA SUR,14.4,MAY,13.3,1994
CAMPECHE,19.3,MAY,20.6,1994
COAHUILA,12.4,MAY,15.6,1994
COLIMA,17.0,MAY,17.7,1994
CHIAPAS,17.2,MAY,18.7,1994
CHIHUAHUA,9.1,MAY,11.8,1994
DISTRITO FEDERAL,8.2,MAY,9.8,1994
DURANGO,9.3,MAY,12.3,1994
GUANAJUATO,10.3,MAY,13.2,1994
GUERRERO,18.4,MAY,20.4,1994
HIDALGO,8.3,MAY,10.3,1994
JALISCO,12.2,MAY,14.2,1994
ESTADO DE MÉXICO,6.8,MAY,8.9,1994
MICHOACÁN,11.7,MAY,14.0,1994
MORELOS,14.5,MAY,16.8,1994
NAYARIT,17.6,MAY,17.8,1994
NUEVO LEÓN,12.9,MAY,16.0,1994
OAXACA,15.5,MAY,16.9,1994
PUEBLA,9.9,MAY,11.6,1994
QUERÉTARO,10.7,MAY,13.3,1994
QUINTANA ROO,20.4,MAY,21.8,1994
SAN LUIS POTOSÍ,13.8,MAY,16.5,1994
SINALOA,17.6,MAY,16.6,1994
SONORA,13.5,MAY,13.7,1994
TABASCO,21.7,MAY,23.5,1994
TAMAULIPAS,17.2,MAY,20.3,1994
TLAXCALA,6.0,MAY,8.0,1994
VERACRUZ,17.2,MAY,19.5,1994
YUCATÁN,19.1,MAY,20.4,1994
ZACATECAS,8.8,MAY,12.1,1994
AGUASCALIENTES,9.1,JUN,13.3,1994
BAJA CALIFORNIA,11.0,JUN,14.4,1994
BAJA CALIFORNIA SUR,14.4,JUN,16.9,1994
CAMPECHE,19.3,JUN,21.0,1994
COAHUILA,12.4,JUN,17.9,1994
COLIMA,17.0,JUN,19.0,1994
CHIAPAS,17.2,JUN,18.3,1994
CHIHUAHUA,9.1,JUN,16.6,1994
DISTRITO FEDERAL,8.2,JUN,10.4,1994
DURANGO,9.3,JUN,14.8,1994
GUANAJUATO,10.3,JUN,13.6,1994
GUERRERO,18.4,JUN,20.0,1994
HIDALGO,8.3,JUN,10.9,1994
JALISCO,12.2,JUN,16.1,1994
ESTADO DE MÉXICO,6.8,JUN,9.6,1994
MICHOACÁN,11.7,JUN,14.6,1994
MORELOS,14.5,JUN,16.5,1994
NAYARIT,17.6,JUN,21.0,1994
NUEVO LEÓN,12.9,JUN,17.8,1994
OAXACA,15.5,JUN,16.9,1994
PUEBLA,9.9,JUN,12.1,1994
QUERÉTARO,10.7,JUN,13.1,1994
QUINTANA ROO,20.4,JUN,22.7,1994
SAN LUIS POTOSÍ,13.8,JUN,17.4,1994
SINALOA,17.6,JUN,23.4,1994
SONORA,13.5,JUN,21.0,1994
TABASCO,21.7,JUN,23.2,1994
TAMAULIPAS,17.2,JUN,21.7,1994
TLAXCALA,6.0,JUN,8.2,1994
VERACRUZ,17.2,JUN,19.8,1994
YUCATÁN,19.1,JUN,20.6,1994
ZACATECAS,8.8,JUN,13.4,1994
AGUASCALIENTES,9.1,JUL,12.2,1994
BAJA CALIFORNIA,11.0,JUL,16.6,1994
BAJA CALIFORNIA SUR,14.4,JUL,20.1,1994
CAMPECHE,19.3,JUL,20.6,1994
COAHUILA,12.4,JUL,18.4,1994
COLIMA,17.0,JUL,18.8,1994
CHIAPAS,17.2,JUL,18.0,1994
CHIHUAHUA,9.1,JUL,16.9,1994
DISTRITO FEDERAL,8.2,JUL,9.4,1994
DURANGO,9.3,JUL,14.8,1994
GUANAJUATO,10.3,JUL,12.6,1994
GUERRERO,18.4,JUL,19.4,1994
HIDALGO,8.3,JUL,9.6,1994
JALISCO,12.2,JUL,15.5,1994
ESTADO DE MÉXICO,6.8,JUL,8.5,1994
MICHOACÁN,11.7,JUL,14.0,1994
MORELOS,14.5,JUL,15.7,1994
NAYARIT,17.6,JUL,21.4,1994
NUEVO LEÓN,12.9,JUL,17.7,1994
OAXACA,15.5,JUL,16.3,1994
PUEBLA,9.9,JUL,11.2,1994
QUERÉTARO,10.7,JUL,12.8,1994
QUINTANA ROO,20.4,JUL,22.2,1994
SAN LUIS POTOSÍ,13.8,JUL,16.8,1994
SINALOA,17.6,JUL,24.4,1994
SONORA,13.5,JUL,22.3,1994
TABASCO,21.7,JUL,22.9,1994
TAMAULIPAS,17.2,JUL,21.7,1994
TLAXCALA,6.0,JUL,7.2,1994
VERACRUZ,17.2,JUL,18.9,1994
YUCATÁN,19.1,JUL,20.4,1994
ZACATECAS,8.8,JUL,12.7,1994
AGUASCALIENTES,9.1,AGO,12.2,1994
BAJA CALIFORNIA,11.0,AGO,18.8,1994
BAJA CALIFORNIA SUR,14.4,AGO,21.5,1994
CAMPECHE,19.3,AGO,20.6,1994
COAHUILA,12.4,AGO,17.7,1994
COLIMA,17.0,AGO,19.1,1994
CHIAPAS,17.2,AGO,18.2,1994
CHIHUAHUA,9.1,AGO,16.3,1994
DISTRITO FEDERAL,8.2,AGO,10.1,1994
DURANGO,9.3,AGO,14.4,1994
GUANAJUATO,10.3,AGO,12.8,1994
GUERRERO,18.4,AGO,19.1,1994
HIDALGO,8.3,AGO,10.7,1994
JALISCO,12.2,AGO,15.6,1994
ESTADO DE MÉXICO,6.8,AGO,9.0,1994
MICHOACÁN,11.7,AGO,14.0,1994
MORELOS,14.5,AGO,15.9,1994
NAYARIT,17.6,AGO,21.1,1994
NUEVO LEÓN,12.9,AGO,17.1,1994
OAXACA,15.5,AGO,16.5,1994
PUEBLA,9.9,AGO,11.9,1994
QUERÉTARO,10.7,AGO,12.6,1994
QUINTANA ROO,20.4,AGO,22.1,1994
SAN LUIS POTOSÍ,13.8,AGO,16.7,1994
SINALOA,17.6,AGO,23.7,1994
SONORA,13.5,AGO,22.2,1994
TABASCO,21.7,AGO,22.8,1994
TAMAULIPAS,17.2,AGO,20.8,1994
TLAXCALA,6.0,AGO,8.1,1994
VERACRUZ,17.2,AGO,18.9,1994
YUCATÁN,19.1,AGO,20.3,1994
ZACATECAS,8.8,AGO,12.7,1994
AGUASCALIENTES,9.1,SEP,11.4,1994
BAJA CALIFORNIA,11.0,SEP,16.9,1994
BAJA CALIFORNIA SUR,14.4,SEP,20.8,1994
CAMPECHE,19.3,SEP,20.1,1994
COAHUILA,12.4,SEP,15.4,1994
COLIMA,17.0,SEP,19.9,1994
CHIAPAS,17.2,SEP,18.3,1994
CHIHUAHUA,9.1,SEP,13.7,1994
DISTRITO FEDERAL,8.2,SEP,9.8,1994
DURANGO,9.3,SEP,12.5,1994
GUANAJUATO,10.3,SEP,12.0,1994
GUERRERO,18.4,SEP,19.1,1994
HIDALGO,8.3,SEP,9.8,1994
JALISCO,12.2,SEP,15.1,1994
ESTADO DE MÉXICO,6.8,SEP,8.3,1994
MICHOACÁN,11.7,SEP,13.7,1994
MORELOS,14.5,SEP,15.6,1994
NAYARIT,17.6,SEP,20.9,1994
NUEVO LEÓN,12.9,SEP,15.3,1994
OAXACA,15.5,SEP,16.8,1994
PUEBLA,9.9,SEP,11.1,1994
QUERÉTARO,10.7,SEP,11.7,1994
QUINTANA ROO,20.4,SEP,21.7,1994
SAN LUIS POTOSÍ,13.8,SEP,15.5,1994
SINALOA,17.6,SEP,23.5,1994
SONORA,13.5,SEP,20.4,1994
TABASCO,21.7,SEP,22.6,1994
TAMAULIPAS,17.2,SEP,19.5,1994
TLAXCALA,6.0,SEP,7.1,1994
VERACRUZ,17.2,SEP,18.3,1994
YUCATÁN,19.1,SEP,20.1,1994
ZACATECAS,8.8,SEP,11.3,1994
AGUASCALIENTES,9.1,OCT,10.4,1994
BAJA CALIFORNIA,11.0,OCT,11.7,1994
BAJA CALIFORNIA SUR,14.4,OCT,16.8,1994
CAMPECHE,19.3,OCT,19.9,1994
COAHUILA,12.4,OCT,13.1,1994
COLIMA,17.0,OCT,19.1,1994
CHIAPAS,17.2,OCT,17.9,1994
CHIHUAHUA,9.1,OCT,8.7,1994
DISTRITO FEDERAL,8.2,OCT,9.5,1994
DURANGO,9.3,OCT,9.1,1994
GUANAJUATO,10.3,OCT,11.1,1994
GUERRERO,18.4,OCT,19.3,1994
HIDALGO,8.3,OCT,9.2,1994
JALISCO,12.2,OCT,14.3,1994
ESTADO DE MÉXICO,6.8,OCT,7.7,1994
MICHOACÁN,11.7,OCT,13.1,1994
MORELOS,14.5,OCT,15.3,1994
NAYARIT,17.6,OCT,20.0,1994
NUEVO LEÓN,12.9,OCT,13.8,1994
OAXACA,15.5,OCT,16.1,1994
PUEBLA,9.9,OCT,10.7,1994
QUERÉTARO,10.7,OCT,11.4,1994
QUINTANA ROO,20.4,OCT,21.4,1994
SAN LUIS POTOSÍ,13.8,OCT,14.7,1994
SINALOA,17.6,OCT,20.3,1994
SONORA,13.5,OCT,14.3,1994
TABASCO,21.7,OCT,22.7,1994
TAMAULIPAS,17.2,OCT,18.2,1994
TLAXCALA,6.0,OCT,7.3,1994
VERACRUZ,17.2,OCT,18.3,1994
YUCATÁN,19.1,OCT,19.8,1994
ZACATECAS,8.8,OCT,9.7,1994
AGUASCALIENTES,9.1,NOV,7.0,1994
BAJA CALIFORNIA,11.0,NOV,6.6,1994
BAJA CALIFORNIA SUR,14.4,NOV,13.2,1994
CAMPECHE,19.3,NOV,18.4,1994
COAHUILA,12.4,NOV,10.3,1994
COLIMA,17.0,NOV,18.5,1994
CHIAPAS,17.2,NOV,16.8,1994
CHIHUAHUA,9.1,NOV,5.7,1994
DISTRITO FEDERAL,8.2,NOV,6.4,1994
DURANGO,9.3,NOV,7.7,1994
GUANAJUATO,10.3,NOV,8.4,1994
GUERRERO,18.4,NOV,17.9,1994
HIDALGO,8.3,NOV,6.9,1994
JALISCO,12.2,NOV,11.1,1994
ESTADO DE MÉXICO,6.8,NOV,5.0,1994
MICHOACÁN,11.7,NOV,10.5,1994
MORELOS,14.5,NOV,12.9,1994
NAYARIT,17.6,NOV,18.0,1994
NUEVO LEÓN,12.9,NOV,11.9,1994
OAXACA,15.5,NOV,14.9,1994
PUEBLA,9.9,NOV,8.6,1994
QUERÉTARO,10.7,NOV,9.5,1994
QUINTANA ROO,20.4,NOV,19.7,1994
SAN LUIS POTOSÍ,13.8,NOV,13.4,1994
SINALOA,17.6,NOV,16.6,1994
SONORA,13.5,NOV,9.7,1994
TABASCO,21.7,NOV,20.9,1994
TAMAULIPAS,17.2,NOV,16.8,1994
TLAXCALA,6.0,NOV,4.0,1994
VERACRUZ,17.2,NOV,16.7,1994
YUCATÁN,19.1,NOV,18.5,1994
ZACATECAS,8.8,NOV,7.1,1994
AGUASCALIENTES,9.1,DIC,5.5,1994
BAJA CALIFORNIA,11.0,DIC,5.4,1994
BAJA CALIFORNIA SUR,14.4,DIC,10.6,1994
CAMPECHE,19.3,DIC,17.4,1994
COAHUILA,12.4,DIC,7.1,1994
COLIMA,17.0,DIC,16.6,1994
CHIAPAS,17.2,DIC,16.1,1994
CHIHUAHUA,9.1,DIC,3.6,1994
DISTRITO FEDERAL,8.2,DIC,6.0,1994
DURANGO,9.3,DIC,5.2,1994
GUANAJUATO,10.3,DIC,7.3,1994
GUERRERO,18.4,DIC,17.1,1994
HIDALGO,8.3,DIC,6.0,1994
JALISCO,12.2,DIC,9.2,1994
ESTADO DE MÉXICO,6.8,DIC,4.2,1994
MICHOACÁN,11.7,DIC,9.3,1994
MORELOS,14.5,DIC,12.1,1994
NAYARIT,17.6,DIC,15.8,1994
NUEVO LEÓN,12.9,DIC,8.6,1994
OAXACA,15.5,DIC,14.3,1994
PUEBLA,9.9,DIC,7.7,1994
QUERÉTARO,10.7,DIC,8.4,1994
QUINTANA ROO,20.4,DIC,18.2,1994
SAN LUIS POTOSÍ,13.8,DIC,10.8,1994
SINALOA,17.6,DIC,14.1,1994
SONORA,13.5,DIC,7.4,1994
TABASCO,21.7,DIC,20.2,1994
TAMAULIPAS,17.2,DIC,13.5,1994
TLAXCALA,6.0,DIC,3.6,1994
VERACRUZ,17.2,DIC,15.6,1994
YUCATÁN,19.1,DIC,16.7,1994
ZACATECAS,8.8,DIC,5.4,1994
AGUASCALIENTES,9.0,ENE,3.4,1995
BAJA CALIFORNIA,11.5,ENE,6.3,1995
BAJA CALIFORNIA SUR,14.5,ENE,8.3,1995
CAMPECHE,19.5,ENE,16.9,1995
COAHUILA,12.0,ENE,4.3,1995
COLIMA,17.6,ENE,15.3,1995
CHIAPAS,17.6,ENE,15.1,1995
CHIHUAHUA,8.5,ENE,1.0,1995
DISTRITO FEDERAL,8.0,ENE,5.1,1995
DURANGO,8.9,ENE,1.9,1995
GUANAJUATO,10.5,ENE,6.5,1995
GUERRERO,18.7,ENE,16.5,1995
HIDALGO,8.8,ENE,5.3,1995
JALISCO,12.1,ENE,7.3,1995
ESTADO DE MÉXICO,6.8,ENE,3.6,1995
MICHOACÁN,11.8,ENE,8.3,1995
MORELOS,14.4,ENE,11.6,1995
NAYARIT,17.6,ENE,13.1,1995
NUEVO LEÓN,12.4,ENE,5.7,1995
OAXACA,15.0,ENE,12.7,1995
PUEBLA,10.6,ENE,7.7,1995
QUERÉTARO,10.6,ENE,7.4,1995
QUINTANA ROO,20.0,ENE,16.6,1995
SAN LUIS POTOSÍ,14.0,ENE,8.9,1995
SINALOA,17.1,ENE,10.0,1995
SONORA,13.1,ENE,5.5,1995
TABASCO,21.8,ENE,18.9,1995
TAMAULIPAS,17.1,ENE,11.2,1995
TLAXCALA,6.4,ENE,3.4,1995
VERACRUZ,17.7,ENE,14.3,1995
YUCATÁN,19.2,ENE,16.6,1995
ZACATECAS,8.6,ENE,2.6,1995
AGUASCALIENTES,9.0,FEB,6.0,1995
BAJA CALIFORNIA,11.5,FEB,8.8,1995
BAJA CALIFORNIA SUR,14.5,FEB,11.3,1995
CAMPECHE,19.5,FEB,16.5,1995
COAHUILA,12.0,FEB,6.8,1995
COLIMA,17.6,FEB,15.9,1995
CHIAPAS,17.6,FEB,15.1,1995
CHIHUAHUA,8.5,FEB,4.5,1995
DISTRITO FEDERAL,8.0,FEB,5.5,1995
DURANGO,8.9,FEB,5.3,1995
GUANAJUATO,10.5,FEB,8.1,1995
GUERRERO,18.7,FEB,17.3,1995
HIDALGO,8.8,FEB,5.9,1995
JALISCO,12.1,FEB,9.5,1995
ESTADO DE MÉXICO,6.8,FEB,4.4,1995
MICHOACÁN,11.8,FEB,9.3,1995
MORELOS,14.4,FEB,12.6,1995
NAYARIT,17.6,FEB,14.9,1995
NUEVO LEÓN,12.4,FEB,8.1,1995
OAXACA,15.0,FEB,12.8,1995
PUEBLA,10.6,FEB,8.1,1995
QUERÉTARO,10.6,FEB,8.8,1995
QUINTANA ROO,20.0,FEB,16.0,1995
SAN LUIS POTOSÍ,14.0,FEB,10.5,1995
SINALOA,17.1,FEB,13.7,1995
SONORA,13.1,FEB,9.0,1995
TABASCO,21.8,FEB,18.9,1995
TAMAULIPAS,17.1,FEB,12.3,1995
TLAXCALA,6.4,FEB,3.9,1995
VERACRUZ,17.7,FEB,14.5,1995
YUCATÁN,19.2,FEB,16.3,1995
ZACATECAS,8.6,FEB,5.5,1995
AGUASCALIENTES,9.0,MAR,7.0,1995
BAJA CALIFORNIA,11.5,MAR,9.0,1995
BAJA CALIFORNIA SUR,14.5,MAR,11.1,1995
CAMPECHE,19.5,MAR,18.2,1995
COAHUILA,12.0,MAR,8.5,1995
COLIMA,17.6,MAR,14.7,1995
CHIAPAS,17.6,MAR,16.2,1995
CHIHUAHUA,8.5,MAR,5.4,1995
DISTRITO FEDERAL,8.0,MAR,6.7,1995
DURANGO,8.9,MAR,5.9,1995
GUANAJUATO,10.5,MAR,8.9,1995
GUERRERO,18.7,MAR,18.0,1995
HIDALGO,8.8,MAR,7.5,1995
JALISCO,12.1,MAR,9.1,1995
ESTADO DE MÉXICO,6.8,MAR,5.2,1995
MICHOACÁN,11.8,MAR,9.9,1995
MORELOS,14.4,MAR,13.7,1995
NAYARIT,17.6,MAR,13.8,1995
NUEVO LEÓN,12.4,MAR,9.7,1995
OAXACA,15.0,MAR,13.9,1995
PUEBLA,10.6,MAR,9.3,1995
QUERÉTARO,10.6,MAR,9.9,1995
QUINTANA ROO,20.0,MAR,17.8,1995
SAN LUIS POTOSÍ,14.0,MAR,12.2,1995
SINALOA,17.1,MAR,12.9,1995
SONORA,13.1,MAR,8.8,1995
TABASCO,21.8,MAR,20.6,1995
TAMAULIPAS,17.1,MAR,14.2,1995
TLAXCALA,6.4,MAR,5.4,1995
VERACRUZ,17.7,MAR,16.3,1995
YUCATÁN,19.2,MAR,17.4,1995
ZACATECAS,8.6,MAR,5.7,1995
AGUASCALIENTES,9.0,ABR,9.4,1995
BAJA CALIFORNIA,11.5,ABR,8.8,1995
BAJA CALIFORNIA SUR,14.5,ABR,10.9,1995
CAMPECHE,19.5,ABR,20.6,1995
COAHUILA,12.0,ABR,11.1,1995
COLIMA,17.6,ABR,14.8,1995
CHIAPAS,17.6,ABR,18.9,1995
CHIHUAHUA,8.5,ABR,6.8,1995
DISTRITO FEDERAL,8.0,ABR,8.1,1995
DURANGO,8.9,ABR,7.5,1995
GUANAJUATO,10.5,ABR,11.2,1995
GUERRERO,18.7,ABR,19.1,1995
HIDALGO,8.8,ABR,9.4,1995
JALISCO,12.1,ABR,10.5,1995
ESTADO DE MÉXICO,6.8,ABR,7.0,1995
MICHOACÁN,11.8,ABR,11.7,1995
MORELOS,14.4,ABR,15.0,1995
NAYARIT,17.6,ABR,14.5,1995
NUEVO LEÓN,12.4,ABR,12.4,1995
OAXACA,15.0,ABR,15.8,1995
PUEBLA,10.6,ABR,11.5,1995
QUERÉTARO,10.6,ABR,11.5,1995
QUINTANA ROO,20.0,ABR,21.2,1995
SAN LUIS POTOSÍ,14.0,ABR,14.3,1995
SINALOA,17.1,ABR,12.2,1995
SONORA,13.1,ABR,8.6,1995
TABASCO,21.8,ABR,22.7,1995
TAMAULIPAS,17.1,ABR,17.4,1995
TLAXCALA,6.4,ABR,7.3,1995
VERACRUZ,17.7,ABR,18.6,1995
YUCATÁN,19.2,ABR,19.8,1995
ZACATECAS,8.6,ABR,7.1,1995
AGUASCALIENTES,9.0,MAY,12.4,1995
BAJA CALIFORNIA,11.5,MAY,11.1,1995
BAJA CALIFORNIA SUR,14.5,MAY,13.0,1995
CAMPECHE,19.5,MAY,21.4,1995
COAHUILA,12.0,MAY,16.6,1995
COLIMA,17.6,MAY,17.8,1995
CHIAPAS,17.6,MAY,19.1,1995
CHIHUAHUA,8.5,MAY,11.4,1995
DISTRITO FEDERAL,8.0,MAY,9.7,1995
DURANGO,8.9,MAY,12.3,1995
GUANAJUATO,10.5,MAY,13.8,1995
GUERRERO,18.7,MAY,20.3,1995
HIDALGO,8.8,MAY,11.5,1995
JALISCO,12.1,MAY,14.1,1995
ESTADO DE MÉXICO,6.8,MAY,9.1,1995
MICHOACÁN,11.8,MAY,14.5,1995
MORELOS,14.4,MAY,16.6,1995
NAYARIT,17.6,MAY,17.7,1995
NUEVO LEÓN,12.4,MAY,16.8,1995
OAXACA,15.0,MAY,17.0,1995
PUEBLA,10.6,MAY,13.5,1995
QUERÉTARO,10.6,MAY,14.0,1995
QUINTANA ROO,20.0,MAY,22.5,1995
SAN LUIS POTOSÍ,14.0,MAY,18.1,1995
SINALOA,17.1,MAY,16.5,1995
SONORA,13.1,MAY,12.4,1995
TABASCO,21.8,MAY,24.2,1995
TAMAULIPAS,17.1,MAY,21.9,1995
TLAXCALA,6.4,MAY,8.9,1995
VERACRUZ,17.7,MAY,20.9,1995
YUCATÁN,19.2,MAY,21.1,1995
ZACATECAS,8.6,MAY,11.9,1995
AGUASCALIENTES,9.0,JUN,13.4,1995
BAJA CALIFORNIA,11.5,JUN,13.6,1995
BAJA CALIFORNIA SUR,14.5,JUN,15.9,1995
CAMPECHE,19.5,JUN,21.1,1995
COAHUILA,12.0,JUN,18.0,1995
COLIMA,17.6,JUN,21.0,1995
CHIAPAS,17.6,JUN,19.1,1995
CHIHUAHUA,8.5,JUN,14.6,1995
DISTRITO FEDERAL,8.0,JUN,9.7,1995
DURANGO,8.9,JUN,14.6,1995
GUANAJUATO,10.5,JUN,13.8,1995
GUERRERO,18.7,JUN,20.7,1995
HIDALGO,8.8,JUN,11.6,1995
JALISCO,12.1,JUN,16.4,1995
ESTADO DE MÉXICO,6.8,JUN,9.5,1995
MICHOACÁN,11.8,JUN,15.3,1995
MORELOS,14.4,JUN,17.1,1995
NAYARIT,17.6,JUN,21.3,1995
NUEVO LEÓN,12.4,JUN,17.2,1995
OAXACA,15.0,JUN,16.7,1995
PUEBLA,10.6,JUN,13.0,1995
QUERÉTARO,10.6,JUN,13.7,1995
QUINTANA ROO,20.0,JUN,22.3,1995
SAN LUIS POTOSÍ,14.0,JUN,17.9,1995
SINALOA,17.1,JUN,21.7,1995
SONORA,13.1,JUN,17.0,1995
TABASCO,21.8,JUN,23.5,1995
TAMAULIPAS,17.1,JUN,21.7,1995
TLAXCALA,6.4,JUN,9.1,1995
VERACRUZ,17.7,JUN,20.2,1995
YUCATÁN,19.2,JUN,21.1,1995
ZACATECAS,8.6,JUN,13.7,1995
AGUASCALIENTES,9.0,JUL,12.7,1995
BAJA CALIFORNIA,11.5,JUL,16.8,1995
BAJA CALIFORNIA SUR,14.5,JUL,20.4,1995
CAMPECHE,19.5,JUL,20.9,1995
COAHUILA,12.0,JUL,18.4,1995
COLIMA,17.6,JUL,20.4,1995
CHIAPAS,17.6,JUL,18.6,1995
CHIHUAHUA,8.5,JUL,15.9,1995
DISTRITO FEDERAL,8.0,JUL,10.4,1995
DURANGO,8.9,JUL,14.8,1995
GUANAJUATO,10.5,JUL,13.4,1995
GUERRERO,18.7,JUL,19.7,1995
HIDALGO,8.8,JUL,11.0,1995
JALISCO,12.1,JUL,16.2,1995
ESTADO DE MÉXICO,6.8,JUL,9.1,1995
MICHOACÁN,11.8,JUL,14.4,1995
MORELOS,14.4,JUL,15.6,1995
NAYARIT,17.6,JUL,21.6,1995
NUEVO LEÓN,12.4,JUL,17.5,1995
OAXACA,15.0,JUL,16.4,1995
PUEBLA,10.6,JUL,12.4,1995
QUERÉTARO,10.6,JUL,12.7,1995
QUINTANA ROO,20.0,JUL,22.0,1995
SAN LUIS POTOSÍ,14.0,JUL,17.2,1995
SINALOA,17.1,JUL,24.5,1995
SONORA,13.1,JUL,22.1,1995
TABASCO,21.8,JUL,23.1,1995
TAMAULIPAS,17.1,JUL,21.3,1995
TLAXCALA,6.4,JUL,8.5,1995
VERACRUZ,17.7,JUL,19.3,1995
YUCATÁN,19.2,JUL,20.5,1995
ZACATECAS,8.6,JUL,13.4,1995
AGUASCALIENTES,9.0,AGO,13.3,1995
BAJA CALIFORNIA,11.5,AGO,18.7,1995
BAJA CALIFORNIA SUR,14.5,AGO,21.7,1995
CAMPECHE,19.5,AGO,21.1,1995
COAHUILA,12.0,AGO,18.6,1995
COLIMA,17.6,AGO,20.3,1995
CHIAPAS,17.6,AGO,18.9,1995
CHIHUAHUA,8.5,AGO,15.9,1995
DISTRITO FEDERAL,8.0,AGO,11.0,1995
DURANGO,8.9,AGO,14.8,1995
GUANAJUATO,10.5,AGO,13.6,1995
GUERRERO,18.7,AGO,19.9,1995
HIDALGO,8.8,AGO,11.5,1995
JALISCO,12.1,AGO,16.3,1995
ESTADO DE MÉXICO,6.8,AGO,9.9,1995
MICHOACÁN,11.8,AGO,14.9,1995
MORELOS,14.4,AGO,16.3,1995
NAYARIT,17.6,AGO,21.8,1995
NUEVO LEÓN,12.4,AGO,17.5,1995
OAXACA,15.0,AGO,16.5,1995
PUEBLA,10.6,AGO,12.9,1995
QUERÉTARO,10.6,AGO,12.4,1995
QUINTANA ROO,20.0,AGO,22.3,1995
SAN LUIS POTOSÍ,14.0,AGO,17.6,1995
SINALOA,17.1,AGO,24.2,1995
SONORA,13.1,AGO,22.9,1995
TABASCO,21.8,AGO,23.7,1995
TAMAULIPAS,17.1,AGO,21.4,1995
TLAXCALA,6.4,AGO,9.3,1995
VERACRUZ,17.7,AGO,19.8,1995
YUCATÁN,19.2,AGO,20.9,1995
ZACATECAS,8.6,AGO,13.7,1995
AGUASCALIENTES,9.0,SEP,11.9,1995
BAJA CALIFORNIA,11.5,SEP,16.9,1995
BAJA CALIFORNIA SUR,14.5,SEP,21.5,1995
CAMPECHE,19.5,SEP,20.9,1995
COAHUILA,12.0,SEP,16.3,1995
COLIMA,17.6,SEP,20.1,1995
CHIAPAS,17.6,SEP,18.8,1995
CHIHUAHUA,8.5,SEP,13.6,1995
DISTRITO FEDERAL,8.0,SEP,10.2,1995
DURANGO,8.9,SEP,13.5,1995
GUANAJUATO,10.5,SEP,12.6,1995
GUERRERO,18.7,SEP,19.7,1995
HIDALGO,8.8,SEP,10.5,1995
JALISCO,12.1,SEP,15.8,1995
ESTADO DE MÉXICO,6.8,SEP,9.0,1995
MICHOACÁN,11.8,SEP,14.4,1995
MORELOS,14.4,SEP,15.9,1995
NAYARIT,17.6,SEP,21.8,1995
NUEVO LEÓN,12.4,SEP,15.8,1995
OAXACA,15.0,SEP,16.2,1995
PUEBLA,10.6,SEP,11.7,1995
QUERÉTARO,10.6,SEP,12.0,1995
QUINTANA ROO,20.0,SEP,21.7,1995
SAN LUIS POTOSÍ,14.0,SEP,16.9,1995
SINALOA,17.1,SEP,23.6,1995
SONORA,13.1,SEP,20.8,1995
TABASCO,21.8,SEP,23.1,1995
TAMAULIPAS,17.1,SEP,20.4,1995
TLAXCALA,6.4,SEP,7.6,1995
VERACRUZ,17.7,SEP,19.1,1995
YUCATÁN,19.2,SEP,20.8,1995
ZACATECAS,8.6,SEP,12.5,1995
AGUASCALIENTES,9.0,OCT,7.8,1995
BAJA CALIFORNIA,11.5,OCT,12.0,1995
BAJA CALIFORNIA SUR,14.5,OCT,16.0,1995
CAMPECHE,19.5,OCT,19.9,1995
COAHUILA,12.0,OCT,11.4,1995
COLIMA,17.6,OCT,18.7,1995
CHIAPAS,17.6,OCT,18.0,1995
CHIHUAHUA,8.5,OCT,7.6,1995
DISTRITO FEDERAL,8.0,OCT,7.7,1995
DURANGO,8.9,OCT,8.2,1995
GUANAJUATO,10.5,OCT,9.3,1995
GUERRERO,18.7,OCT,18.8,1995
HIDALGO,8.8,OCT,7.8,1995
JALISCO,12.1,OCT,12.1,1995
ESTADO DE MÉXICO,6.8,OCT,6.0,1995
MICHOACÁN,11.8,OCT,10.8,1995
MORELOS,14.4,OCT,14.2,1995
NAYARIT,17.6,OCT,19.9,1995
NUEVO LEÓN,12.4,OCT,11.7,1995
OAXACA,15.0,OCT,15.2,1995
PUEBLA,10.6,OCT,10.2,1995
QUERÉTARO,10.6,OCT,9.3,1995
QUINTANA ROO,20.0,OCT,21.1,1995
SAN LUIS POTOSÍ,14.0,OCT,13.4,1995
SINALOA,17.1,OCT,19.3,1995
SONORA,13.1,OCT,14.0,1995
TABASCO,21.8,OCT,21.9,1995
