ENTIDAD,ANUAL,MESES,Tmax,AÑO
GUANAJUATO,26.8,JUL,26.5,2003
GUERRERO,31.9,JUL,31.6,2003
HIDALGO,25.0,JUL,25.1,2003
JALISCO,29.1,JUL,28.8,2003
ESTADO DE MÉXICO,22.8,JUL,22.5,2003
MICHOACÁN,25.9,JUL,25.2,2003
MORELOS,29.4,JUL,28.4,2003
NAYARIT,33.1,JUL,33.6,2003
NUEVO LEÓN,25.3,JUL,27.3,2003
OAXACA,30.3,JUL,29.9,2003
PUEBLA,23.6,JUL,24.2,2003
QUERÉTARO,26.2,JUL,27.8,2003
QUINTANA ROO,31.8,JUL,32.9,2003
SAN LUIS POTOSÍ,29.1,JUL,29.9,2003
SINALOA,33.7,JUL,36.6,2003
SONORA,32.2,JUL,39.2,2003
TABASCO,32.6,JUL,34.1,2003
TAMAULIPAS,30.2,JUL,32.7,2003
TLAXCALA,23.4,JUL,22.9,2003
VERACRUZ,29.6,JUL,31.2,2003
YUCATÁN,32.9,JUL,33.2,2003
ZACATECAS,25.7,JUL,25.7,2003
AGUASCALIENTES,26.6,AGO,26.5,2003
BAJA CALIFORNIA,26.0,AGO,34.3,2003
BAJA CALIFORNIA SUR,30.4,AGO,35.5,2003
CAMPECHE,32.7,AGO,33.7,2003
COAHUILA,29.4,AGO,34.0,2003
COLIMA,33.2,AGO,33.1,2003
CHIAPAS,30.6,AGO,30.8,2003
CHIHUAHUA,27.2,AGO,32.7,2003
DISTRITO FEDERAL,23.2,AGO,22.7,2003
DURANGO,26.5,AGO,29.4,2003
GUANAJUATO,26.8,AGO,26.3,2003
GUERRERO,31.9,AGO,31.1,2003
HIDALGO,25.0,AGO,25.1,2003
JALISCO,29.1,AGO,28.2,2003
ESTADO DE MÉXICO,22.8,AGO,22.6,2003
MICHOACÁN,25.9,AGO,25.0,2003
MORELOS,29.4,AGO,28.8,2003
NAYARIT,33.1,AGO,32.7,2003
NUEVO LEÓN,25.3,AGO,27.1,2003
OAXACA,30.3,AGO,30.5,2003
PUEBLA,23.6,AGO,24.4,2003
QUERÉTARO,26.2,AGO,27.8,2003
QUINTANA ROO,31.8,AGO,33.2,2003
SAN LUIS POTOSÍ,29.1,AGO,30.8,2003
SINALOA,33.7,AGO,35.7,2003
SONORA,32.2,AGO,37.5,2003
TABASCO,32.6,AGO,34.1,2003
TAMAULIPAS,30.2,AGO,33.4,2003
TLAXCALA,23.4,AGO,23.2,2003
VERACRUZ,29.6,AGO,31.4,2003
YUCATÁN,32.9,AGO,34.5,2003
ZACATECAS,25.7,AGO,25.9,2003
AGUASCALIENTES,26.6,SEP,25.6,2003
BAJA CALIFORNIA,26.0,SEP,32.8,2003
BAJA CALIFORNIA SUR,30.4,SEP,33.9,2003
CAMPECHE,32.7,SEP,33.5,2003
COAHUILA,29.4,SEP,31.0,2003
COLIMA,33.2,SEP,32.7,2003
CHIAPAS,30.6,SEP,30.7,2003
CHIHUAHUA,27.2,SEP,29.5,2003
DISTRITO FEDERAL,23.2,SEP,22.4,2003
DURANGO,26.5,SEP,26.9,2003
GUANAJUATO,26.8,SEP,25.8,2003
GUERRERO,31.9,SEP,31.1,2003
HIDALGO,25.0,SEP,24.4,2003
JALISCO,29.1,SEP,27.6,2003
ESTADO DE MÉXICO,22.8,SEP,22.4,2003
MICHOACÁN,25.9,SEP,24.9,2003
MORELOS,29.4,SEP,27.6,2003
NAYARIT,33.1,SEP,31.9,2003
NUEVO LEÓN,25.3,SEP,25.1,2003
OAXACA,30.3,SEP,30.0,2003
PUEBLA,23.6,SEP,23.2,2003
QUERÉTARO,26.2,SEP,26.3,2003
QUINTANA ROO,31.8,SEP,33.1,2003
SAN LUIS POTOSÍ,29.1,SEP,29.3,2003
SINALOA,33.7,SEP,34.5,2003
SONORA,32.2,SEP,36.5,2003
TABASCO,32.6,SEP,34.3,2003
TAMAULIPAS,30.2,SEP,31.8,2003
TLAXCALA,23.4,SEP,22.4,2003
VERACRUZ,29.6,SEP,30.7,2003
YUCATÁN,32.9,SEP,33.9,2003
ZACATECAS,25.7,SEP,24.7,2003
AGUASCALIENTES,26.6,OCT,25.2,2003
BAJA CALIFORNIA,26.0,OCT,28.9,2003
BAJA CALIFORNIA SUR,30.4,OCT,32.5,2003
CAMPECHE,32.7,OCT,31.6,2003
COAHUILA,29.4,OCT,28.0,2003
COLIMA,33.2,OCT,31.9,2003
CHIAPAS,30.6,OCT,29.8,2003
CHIHUAHUA,27.2,OCT,26.4,2003
DISTRITO FEDERAL,23.2,OCT,22.2,2003
DURANGO,26.5,OCT,25.8,2003
GUANAJUATO,26.8,OCT,25.6,2003
GUERRERO,31.9,OCT,30.8,2003
HIDALGO,25.0,OCT,23.3,2003
JALISCO,29.1,OCT,27.3,2003
ESTADO DE MÉXICO,22.8,OCT,22.5,2003
MICHOACÁN,25.9,OCT,24.5,2003
MORELOS,29.4,OCT,27.9,2003
NAYARIT,33.1,OCT,32.4,2003
NUEVO LEÓN,25.3,OCT,24.2,2003
OAXACA,30.3,OCT,29.3,2003
PUEBLA,23.6,OCT,22.0,2003
QUERÉTARO,26.2,OCT,24.9,2003
QUINTANA ROO,31.8,OCT,32.1,2003
SAN LUIS POTOSÍ,29.1,OCT,27.8,2003
SINALOA,33.7,OCT,34.3,2003
SONORA,32.2,OCT,34.1,2003
TABASCO,32.6,OCT,31.5,2003
TAMAULIPAS,30.2,OCT,29.4,2003
TLAXCALA,23.4,OCT,22.3,2003
VERACRUZ,29.6,OCT,28.6,2003
YUCATÁN,32.9,OCT,32.5,2003
ZACATECAS,25.7,OCT,24.1,2003
AGUASCALIENTES,26.6,NOV,25.5,2003
BAJA CALIFORNIA,26.0,NOV,22.6,2003
BAJA CALIFORNIA SUR,30.4,NOV,28.9,2003
CAMPECHE,32.7,NOV,29.8,2003
COAHUILA,29.4,NOV,26.9,2003
COLIMA,33.2,NOV,33.4,2003
CHIAPAS,30.6,NOV,29.4,2003
CHIHUAHUA,27.2,NOV,24.3,2003
DISTRITO FEDERAL,23.2,NOV,22.3,2003
DURANGO,26.5,NOV,25.5,2003
GUANAJUATO,26.8,NOV,25.5,2003
GUERRERO,31.9,NOV,31.3,2003
HIDALGO,25.0,NOV,23.1,2003
JALISCO,29.1,NOV,28.1,2003
ESTADO DE MÉXICO,22.8,NOV,22.7,2003
MICHOACÁN,25.9,NOV,24.7,2003
MORELOS,29.4,NOV,27.9,2003
NAYARIT,33.1,NOV,32.9,2003
NUEVO LEÓN,25.3,NOV,23.0,2003
OAXACA,30.3,NOV,30.2,2003
PUEBLA,23.6,NOV,21.3,2003
QUERÉTARO,26.2,NOV,25.2,2003
QUINTANA ROO,31.8,NOV,29.9,2003
SAN LUIS POTOSÍ,29.1,NOV,27.0,2003
SINALOA,33.7,NOV,32.7,2003
SONORA,32.2,NOV,28.3,2003
TABASCO,32.6,NOV,30.4,2003
TAMAULIPAS,30.2,NOV,28.4,2003
TLAXCALA,23.4,NOV,22.6,2003
VERACRUZ,29.6,NOV,27.3,2003
YUCATÁN,32.9,NOV,30.4,2003
ZACATECAS,25.7,NOV,24.7,2003
AGUASCALIENTES,26.6,DIC,22.4,2003
BAJA CALIFORNIA,26.0,DIC,19.9,2003
BAJA CALIFORNIA SUR,30.4,DIC,25.8,2003
CAMPECHE,32.7,DIC,27.1,2003
COAHUILA,29.4,DIC,21.6,2003
COLIMA,33.2,DIC,32.3,2003
CHIAPAS,30.6,DIC,28.1,2003
CHIHUAHUA,27.2,DIC,20.2,2003
DISTRITO FEDERAL,23.2,DIC,19.8,2003
DURANGO,26.5,DIC,21.3,2003
GUANAJUATO,26.8,DIC,23.0,2003
GUERRERO,31.9,DIC,30.2,2003
HIDALGO,25.0,DIC,21.5,2003
JALISCO,29.1,DIC,26.2,2003
ESTADO DE MÉXICO,22.8,DIC,20.7,2003
MICHOACÁN,25.9,DIC,22.7,2003
MORELOS,29.4,DIC,26.5,2003
NAYARIT,33.1,DIC,30.3,2003
NUEVO LEÓN,25.3,DIC,20.1,2003
OAXACA,30.3,DIC,28.7,2003
PUEBLA,23.6,DIC,19.1,2003
QUERÉTARO,26.2,DIC,22.8,2003
QUINTANA ROO,31.8,DIC,28.2,2003
SAN LUIS POTOSÍ,29.1,DIC,24.1,2003
SINALOA,33.7,DIC,29.6,2003
SONORA,32.2,DIC,25.3,2003
TABASCO,32.6,DIC,26.2,2003
TAMAULIPAS,30.2,DIC,25.1,2003
TLAXCALA,23.4,DIC,20.3,2003
VERACRUZ,29.6,DIC,24.3,2003
YUCATÁN,32.9,DIC,27.3,2003
ZACATECAS,25.7,DIC,21.8,2003
AGUASCALIENTES,25.5,ENE,20.9,2004
BAJA CALIFORNIA,27.1,ENE,19.9,2004
BAJA CALIFORNIA SUR,30.2,ENE,23.7,2004
CAMPECHE,32.6,ENE,29.4,2004
COAHUILA,29.1,ENE,19.7,2004
COLIMA,33.3,ENE,30.5,2004
CHIAPAS,30.6,ENE,29.0,2004
CHIHUAHUA,26.6,ENE,17.9,2004
DISTRITO FEDERAL,23.6,ENE,20.8,2004
DURANGO,26.1,ENE,18.6,2004
GUANAJUATO,26.3,ENE,21.7,2004
GUERRERO,32.0,ENE,30.0,2004
HIDALGO,23.9,ENE,21.3,2004
JALISCO,28.8,ENE,23.8,2004
ESTADO DE MÉXICO,23.1,ENE,20.2,2004
MICHOACÁN,25.2,ENE,21.5,2004
MORELOS,28.2,ENE,26.2,2004
NAYARIT,32.8,ENE,27.5,2004
NUEVO LEÓN,24.5,ENE,18.8,2004
OAXACA,31.3,ENE,29.4,2004
PUEBLA,24.2,ENE,19.7,2004
QUERÉTARO,26.5,ENE,20.5,2004
QUINTANA ROO,31.9,ENE,29.9,2004
SAN LUIS POTOSÍ,28.3,ENE,22.9,2004
SINALOA,32.3,ENE,25.5,2004
SONORA,31.1,ENE,22.7,2004
TABASCO,32.5,ENE,28.5,2004
TAMAULIPAS,30.2,ENE,24.0,2004
TLAXCALA,23.1,ENE,19.8,2004
VERACRUZ,28.8,ENE,24.3,2004
YUCATÁN,32.8,ENE,29.7,2004
ZACATECAS,24.4,ENE,18.9,2004
AGUASCALIENTES,25.5,FEB,23.2,2004
BAJA CALIFORNIA,27.1,FEB,19.5,2004
BAJA CALIFORNIA SUR,30.2,FEB,24.4,2004
CAMPECHE,32.6,FEB,30.1,2004
COAHUILA,29.1,FEB,23.7,2004
COLIMA,33.3,FEB,32.8,2004
CHIAPAS,30.6,FEB,30.0,2004
CHIHUAHUA,26.6,FEB,20.0,2004
DISTRITO FEDERAL,23.6,FEB,23.2,2004
DURANGO,26.1,FEB,21.4,2004
GUANAJUATO,26.3,FEB,24.1,2004
GUERRERO,32.0,FEB,31.5,2004
HIDALGO,23.9,FEB,23.6,2004
JALISCO,28.8,FEB,27.1,2004
ESTADO DE MÉXICO,23.1,FEB,22.4,2004
MICHOACÁN,25.2,FEB,24.1,2004
MORELOS,28.2,FEB,28.4,2004
NAYARIT,32.8,FEB,30.3,2004
NUEVO LEÓN,24.5,FEB,20.6,2004
OAXACA,31.3,FEB,30.9,2004
PUEBLA,24.2,FEB,21.5,2004
QUERÉTARO,26.5,FEB,24.7,2004
QUINTANA ROO,31.9,FEB,30.5,2004
SAN LUIS POTOSÍ,28.3,FEB,25.6,2004
SINALOA,32.3,FEB,27.1,2004
SONORA,31.1,FEB,23.1,2004
TABASCO,32.5,FEB,27.4,2004
TAMAULIPAS,30.2,FEB,26.4,2004
TLAXCALA,23.1,FEB,22.1,2004
VERACRUZ,28.8,FEB,25.7,2004
YUCATÁN,32.8,FEB,30.4,2004
ZACATECAS,24.4,FEB,21.7,2004
AGUASCALIENTES,25.5,MAR,26.7,2004
BAJA CALIFORNIA,27.1,MAR,27.2,2004
BAJA CALIFORNIA SUR,30.2,MAR,28.6,2004
CAMPECHE,32.6,MAR,33.1,2004
COAHUILA,29.1,MAR,29.0,2004
COLIMA,33.3,MAR,34.4,2004
CHIAPAS,30.6,MAR,31.2,2004
CHIHUAHUA,26.6,MAR,26.1,2004
DISTRITO FEDERAL,23.6,MAR,24.3,2004
DURANGO,26.1,MAR,26.4,2004
GUANAJUATO,26.3,MAR,27.5,2004
GUERRERO,32.0,MAR,33.5,2004
HIDALGO,23.9,MAR,24.4,2004
JALISCO,28.8,MAR,30.6,2004
ESTADO DE MÉXICO,23.1,MAR,24.1,2004
MICHOACÁN,25.2,MAR,27.0,2004
MORELOS,28.2,MAR,30.4,2004
NAYARIT,32.8,MAR,34.3,2004
NUEVO LEÓN,24.5,MAR,23.6,2004
OAXACA,31.3,MAR,31.2,2004
PUEBLA,24.2,MAR,22.5,2004
QUERÉTARO,26.5,MAR,27.2,2004
QUINTANA ROO,31.9,MAR,31.7,2004
SAN LUIS POTOSÍ,28.3,MAR,28.2,2004
SINALOA,32.3,MAR,31.8,2004
SONORA,31.1,MAR,30.6,2004
TABASCO,32.5,MAR,32.2,2004
TAMAULIPAS,30.2,MAR,29.0,2004
TLAXCALA,23.1,MAR,24.0,2004
VERACRUZ,28.8,MAR,28.1,2004
YUCATÁN,32.8,MAR,32.9,2004
ZACATECAS,24.4,MAR,25.6,2004
AGUASCALIENTES,25.5,ABR,27.9,2004
BAJA CALIFORNIA,27.1,ABR,26.1,2004
BAJA CALIFORNIA SUR,30.2,ABR,29.0,2004
CAMPECHE,32.6,ABR,34.9,2004
COAHUILA,29.1,ABR,31.0,2004
COLIMA,33.3,ABR,34.5,2004
CHIAPAS,30.6,ABR,32.7,2004
CHIHUAHUA,26.6,ABR,27.1,2004
DISTRITO FEDERAL,23.6,ABR,24.8,2004
DURANGO,26.1,ABR,27.8,2004
GUANAJUATO,26.3,ABR,28.9,2004
GUERRERO,32.0,ABR,34.3,2004
HIDALGO,23.9,ABR,25.3,2004
JALISCO,28.8,ABR,31.5,2004
ESTADO DE MÉXICO,23.1,ABR,24.7,2004
MICHOACÁN,25.2,ABR,27.9,2004
MORELOS,28.2,ABR,32.0,2004
NAYARIT,32.8,ABR,33.8,2004
NUEVO LEÓN,24.5,ABR,26.0,2004
OAXACA,31.3,ABR,32.3,2004
PUEBLA,24.2,ABR,24.6,2004
QUERÉTARO,26.5,ABR,28.3,2004
QUINTANA ROO,31.9,ABR,32.2,2004
SAN LUIS POTOSÍ,28.3,ABR,30.0,2004
SINALOA,32.3,ABR,32.5,2004
SONORA,31.1,ABR,30.3,2004
TABASCO,32.5,ABR,33.8,2004
TAMAULIPAS,30.2,ABR,30.6,2004
TLAXCALA,23.1,ABR,24.6,2004
VERACRUZ,28.8,ABR,29.8,2004
YUCATÁN,32.8,ABR,33.8,2004
ZACATECAS,24.4,ABR,26.4,2004
AGUASCALIENTES,25.5,MAY,29.7,2004
BAJA CALIFORNIA,27.1,MAY,29.9,2004
BAJA CALIFORNIA SUR,30.2,MAY,32.3,2004
CAMPECHE,32.6,MAY,33.7,2004
COAHUILA,29.1,MAY,34.9,2004
COLIMA,33.3,MAY,35.6,2004
CHIAPAS,30.6,MAY,31.4,2004
CHIHUAHUA,26.6,MAY,33.1,2004
DISTRITO FEDERAL,23.6,MAY,24.5,2004
DURANGO,26.1,MAY,31.3,2004
GUANAJUATO,26.3,MAY,30.0,2004
GUERRERO,32.0,MAY,34.4,2004
HIDALGO,23.9,MAY,25.8,2004
JALISCO,28.8,MAY,32.7,2004
ESTADO DE MÉXICO,23.1,MAY,24.7,2004
MICHOACÁN,25.2,MAY,28.7,2004
MORELOS,28.2,MAY,31.9,2004
NAYARIT,32.8,MAY,36.9,2004
NUEVO LEÓN,24.5,MAY,28.1,2004
OAXACA,31.3,MAY,32.6,2004
PUEBLA,24.2,MAY,25.2,2004
QUERÉTARO,26.5,MAY,30.2,2004
QUINTANA ROO,31.9,MAY,32.4,2004
SAN LUIS POTOSÍ,28.3,MAY,31.6,2004
SINALOA,32.3,MAY,36.9,2004
SONORA,31.1,MAY,36.7,2004
TABASCO,32.5,MAY,33.7,2004
TAMAULIPAS,30.2,MAY,32.5,2004
TLAXCALA,23.1,MAY,24.3,2004
VERACRUZ,28.8,MAY,30.6,2004
YUCATÁN,32.8,MAY,33.8,2004
ZACATECAS,24.4,MAY,29.1,2004
AGUASCALIENTES,25.5,JUN,26.9,2004
BAJA CALIFORNIA,27.1,JUN,31.3,2004
BAJA CALIFORNIA SUR,30.2,JUN,34.2,2004
CAMPECHE,32.6,JUN,35.2,2004
COAHUILA,29.1,JUN,34.8,2004
COLIMA,33.3,JUN,33.4,2004
CHIAPAS,30.6,JUN,30.9,2004
CHIHUAHUA,26.6,JUN,34.1,2004
DISTRITO FEDERAL,23.6,JUN,23.5,2004
DURANGO,26.1,JUN,31.1,2004
GUANAJUATO,26.3,JUN,27.0,2004
GUERRERO,32.0,JUN,32.0,2004
HIDALGO,23.9,JUN,24.4,2004
JALISCO,28.8,JUN,29.0,2004
ESTADO DE MÉXICO,23.1,JUN,22.8,2004
MICHOACÁN,25.2,JUN,25.4,2004
MORELOS,28.2,JUN,27.9,2004
NAYARIT,32.8,JUN,35.2,2004
NUEVO LEÓN,24.5,JUN,27.6,2004
OAXACA,31.3,JUN,32.1,2004
PUEBLA,24.2,JUN,25.7,2004
QUERÉTARO,26.5,JUN,27.5,2004
QUINTANA ROO,31.9,JUN,32.9,2004
SAN LUIS POTOSÍ,28.3,JUN,29.7,2004
SINALOA,32.3,JUN,37.7,2004
SONORA,31.1,JUN,39.6,2004
TABASCO,32.5,JUN,35.1,2004
TAMAULIPAS,30.2,JUN,32.1,2004
TLAXCALA,23.1,JUN,22.8,2004
VERACRUZ,28.8,JUN,30.7,2004
YUCATÁN,32.8,JUN,35.7,2004
ZACATECAS,24.4,JUN,26.1,2004
AGUASCALIENTES,25.5,JUL,26.7,2004
BAJA CALIFORNIA,27.1,JUL,35.2,2004
BAJA CALIFORNIA SUR,30.2,JUL,36.0,2004
CAMPECHE,32.6,JUL,34.5,2004
COAHUILA,29.1,JUL,34.3,2004
COLIMA,33.3,JUL,33.2,2004
CHIAPAS,30.6,JUL,30.7,2004
CHIHUAHUA,26.6,JUL,32.8,2004
DISTRITO FEDERAL,23.6,JUL,23.2,2004
DURANGO,26.1,JUL,30.3,2004
GUANAJUATO,26.3,JUL,27.1,2004
GUERRERO,32.0,JUL,31.8,2004
HIDALGO,23.9,JUL,24.4,2004
JALISCO,28.8,JUL,28.9,2004
ESTADO DE MÉXICO,23.1,JUL,22.9,2004
MICHOACÁN,25.2,JUL,24.5,2004
MORELOS,28.2,JUL,27.4,2004
NAYARIT,32.8,JUL,33.3,2004
NUEVO LEÓN,24.5,JUL,27.6,2004
OAXACA,31.3,JUL,32.1,2004
PUEBLA,24.2,JUL,27.0,2004
QUERÉTARO,26.5,JUL,27.5,2004
QUINTANA ROO,31.9,JUL,33.2,2004
SAN LUIS POTOSÍ,28.3,JUL,30.9,2004
SINALOA,32.3,JUL,35.6,2004
SONORA,31.1,JUL,38.4,2004
TABASCO,32.5,JUL,35.0,2004
TAMAULIPAS,30.2,JUL,33.4,2004
TLAXCALA,23.1,JUL,23.3,2004
VERACRUZ,28.8,JUL,31.2,2004
YUCATÁN,32.8,JUL,34.9,2004
ZACATECAS,24.4,JUL,26.0,2004
AGUASCALIENTES,25.5,AGO,26.6,2004
BAJA CALIFORNIA,27.1,AGO,34.6,2004
BAJA CALIFORNIA SUR,30.2,AGO,36.4,2004
CAMPECHE,32.6,AGO,34.7,2004
COAHUILA,29.1,AGO,33.5,2004
COLIMA,33.3,AGO,33.9,2004
CHIAPAS,30.6,AGO,31.4,2004
CHIHUAHUA,26.6,AGO,31.7,2004
DISTRITO FEDERAL,23.6,AGO,23.9,2004
DURANGO,26.1,AGO,28.7,2004
GUANAJUATO,26.3,AGO,27.3,2004
GUERRERO,32.0,AGO,31.7,2004
HIDALGO,23.9,AGO,24.9,2004
JALISCO,28.8,AGO,29.2,2004
ESTADO DE MÉXICO,23.1,AGO,23.4,2004
MICHOACÁN,25.2,AGO,24.7,2004
MORELOS,28.2,AGO,27.5,2004
NAYARIT,32.8,AGO,33.2,2004
NUEVO LEÓN,24.5,AGO,27.5,2004
OAXACA,31.3,AGO,33.4,2004
PUEBLA,24.2,AGO,27.3,2004
QUERÉTARO,26.5,AGO,28.3,2004
QUINTANA ROO,31.9,AGO,33.8,2004
SAN LUIS POTOSÍ,28.3,AGO,31.1,2004
SINALOA,32.3,AGO,35.5,2004
SONORA,31.1,AGO,37.5,2004
TABASCO,32.5,AGO,35.6,2004
TAMAULIPAS,30.2,AGO,34.6,2004
TLAXCALA,23.1,AGO,24.2,2004
VERACRUZ,28.8,AGO,31.9,2004
YUCATÁN,32.8,AGO,35.4,2004
ZACATECAS,24.4,AGO,26.0,2004
AGUASCALIENTES,25.5,SEP,25.4,2004
BAJA CALIFORNIA,27.1,SEP,34.2,2004
BAJA CALIFORNIA SUR,30.2,SEP,34.2,2004
CAMPECHE,32.6,SEP,33.5,2004
COAHUILA,29.1,SEP,31.3,2004
COLIMA,33.3,SEP,32.6,2004
CHIAPAS,30.6,SEP,30.5,2004
CHIHUAHUA,26.6,SEP,30.1,2004
DISTRITO FEDERAL,23.6,SEP,23.1,2004
DURANGO,26.1,SEP,27.1,2004
GUANAJUATO,26.3,SEP,26.4,2004
GUERRERO,32.0,SEP,31.0,2004
HIDALGO,23.9,SEP,24.5,2004
JALISCO,28.8,SEP,28.2,2004
ESTADO DE MÉXICO,23.1,SEP,22.5,2004
MICHOACÁN,25.2,SEP,24.8,2004
MORELOS,28.2,SEP,27.2,2004
NAYARIT,32.8,SEP,32.9,2004
NUEVO LEÓN,24.5,SEP,26.1,2004
OAXACA,31.3,SEP,31.7,2004
PUEBLA,24.2,SEP,25.8,2004
QUERÉTARO,26.5,SEP,27.1,2004
QUINTANA ROO,31.9,SEP,33.2,2004
SAN LUIS POTOSÍ,28.3,SEP,29.2,2004
SINALOA,32.3,SEP,34.3,2004
SONORA,31.1,SEP,34.8,2004
TABASCO,32.5,SEP,34.2,2004
TAMAULIPAS,30.2,SEP,33.0,2004
TLAXCALA,23.1,SEP,23.3,2004
VERACRUZ,28.8,SEP,30.6,2004
YUCATÁN,32.8,SEP,33.8,2004
ZACATECAS,24.4,SEP,24.3,2004
AGUASCALIENTES,25.5,OCT,26.2,2004
BAJA CALIFORNIA,27.1,OCT,26.5,2004
BAJA CALIFORNIA SUR,30.2,OCT,31.3,2004
CAMPECHE,32.6,OCT,32.2,2004
COAHUILA,29.1,OCT,30.6,2004
COLIMA,33.3,OCT,32.8,2004
CHIAPAS,30.6,OCT,30.4,2004
CHIHUAHUA,26.6,OCT,27.4,2004
DISTRITO FEDERAL,23.6,OCT,24.7,2004
DURANGO,26.1,OCT,27.3,2004
GUANAJUATO,26.3,OCT,26.8,2004
GUERRERO,32.0,OCT,31.1,2004
HIDALGO,23.9,OCT,24.1,2004
JALISCO,28.8,OCT,29.3,2004
ESTADO DE MÉXICO,23.1,OCT,22.9,2004
MICHOACÁN,25.2,OCT,25.1,2004
MORELOS,28.2,OCT,27.4,2004
NAYARIT,32.8,OCT,33.9,2004
NUEVO LEÓN,24.5,OCT,26.0,2004
OAXACA,31.3,OCT,31.0,2004
PUEBLA,24.2,OCT,26.2,2004
QUERÉTARO,26.5,OCT,27.0,2004
QUINTANA ROO,31.9,OCT,32.0,2004
SAN LUIS POTOSÍ,28.3,OCT,28.9,2004
SINALOA,32.3,OCT,34.1,2004
SONORA,31.1,OCT,31.7,2004
TABASCO,32.5,OCT,33.3,2004
TAMAULIPAS,30.2,OCT,32.2,2004
TLAXCALA,23.1,OCT,23.4,2004
VERACRUZ,28.8,OCT,30.1,2004
YUCATÁN,32.8,OCT,32.5,2004
ZACATECAS,24.4,OCT,25.2,2004
AGUASCALIENTES,25.5,NOV,24.8,2004
BAJA CALIFORNIA,27.1,NOV,20.9,2004
BAJA CALIFORNIA SUR,30.2,NOV,27.3,2004
CAMPECHE,32.6,NOV,30.7,2004
COAHUILA,29.1,NOV,25.6,2004
COLIMA,33.3,NOV,33.6,2004
CHIAPAS,30.6,NOV,29.7,2004
CHIHUAHUA,26.6,NOV,20.4,2004
DISTRITO FEDERAL,23.6,NOV,24.4,2004
DURANGO,26.1,NOV,23.0,2004
GUANAJUATO,26.3,NOV,25.9,2004
GUERRERO,32.0,NOV,31.2,2004
HIDALGO,23.9,NOV,23.2,2004
JALISCO,28.8,NOV,28.5,2004
ESTADO DE MÉXICO,23.1,NOV,24.4,2004
MICHOACÁN,25.2,NOV,25.2,2004
MORELOS,28.2,NOV,27.5,2004
NAYARIT,32.8,NOV,31.7,2004
NUEVO LEÓN,24.5,NOV,22.3,2004
OAXACA,31.3,NOV,30.3,2004
PUEBLA,24.2,NOV,24.7,2004
QUERÉTARO,26.5,NOV,26.3,2004
QUINTANA ROO,31.9,NOV,31.0,2004
SAN LUIS POTOSÍ,28.3,NOV,27.1,2004
SINALOA,32.3,NOV,29.1,2004
SONORA,31.1,NOV,24.7,2004
TABASCO,32.5,NOV,31.7,2004
TAMAULIPAS,30.2,NOV,29.3,2004
TLAXCALA,23.1,NOV,23.9,2004
VERACRUZ,28.8,NOV,28.4,2004
YUCATÁN,32.8,NOV,31.1,2004
ZACATECAS,24.4,NOV,22.9,2004
AGUASCALIENTES,25.5,DIC,21.4,2004
BAJA CALIFORNIA,27.1,DIC,19.5,2004
BAJA CALIFORNIA SUR,30.2,DIC,25.3,2004
CAMPECHE,32.6,DIC,29.4,2004
COAHUILA,29.1,DIC,21.3,2004
COLIMA,33.3,DIC,32.5,2004
CHIAPAS,30.6,DIC,29.1,2004
CHIHUAHUA,26.6,DIC,19.1,2004
DISTRITO FEDERAL,23.6,DIC,22.6,2004
DURANGO,26.1,DIC,20.6,2004
GUANAJUATO,26.3,DIC,22.9,2004
GUERRERO,32.0,DIC,31.1,2004
HIDALGO,23.9,DIC,21.2,2004
JALISCO,28.8,DIC,26.4,2004
ESTADO DE MÉXICO,23.1,DIC,22.4,2004
MICHOACÁN,25.2,DIC,23.6,2004
MORELOS,28.2,DIC,25.1,2004
NAYARIT,32.8,DIC,30.9,2004
NUEVO LEÓN,24.5,DIC,19.6,2004
OAXACA,31.3,DIC,28.4,2004
PUEBLA,24.2,DIC,20.7,2004
QUERÉTARO,26.5,DIC,23.8,2004
QUINTANA ROO,31.9,DIC,29.9,2004
SAN LUIS POTOSÍ,28.3,DIC,23.9,2004
SINALOA,32.3,DIC,27.4,2004
SONORA,31.1,DIC,22.9,2004
TABASCO,32.5,DIC,29.8,2004
TAMAULIPAS,30.2,DIC,25.5,2004
TLAXCALA,23.1,DIC,21.3,2004
VERACRUZ,28.8,DIC,24.7,2004
YUCATÁN,32.8,DIC,29.8,2004
ZACATECAS,24.4,DIC,20.2,2004
AGUASCALIENTES,26.5,ENE,22.6,2005
BAJA CALIFORNIA,26.8,ENE,20.4,2005
BAJA CALIFORNIA SUR,30.6,ENE,25.3,2005
CAMPECHE,32.9,ENE,30.0,2005
COAHUILA,30.0,ENE,22.3,2005
COLIMA,32.7,ENE,32.2,2005
CHIAPAS,30.5,ENE,29.1,2005
CHIHUAHUA,27.1,ENE,19.7,2005
DISTRITO FEDERAL,23.7,ENE,21.0,2005
DURANGO,27.5,ENE,21.8,2005
GUANAJUATO,27.3,ENE,23.7,2005
GUERRERO,32.7,ENE,31.1,2005
HIDALGO,25.4,ENE,23.1,2005
JALISCO,29.1,ENE,26.3,2005
ESTADO DE MÉXICO,24.0,ENE,21.6,2005
MICHOACÁN,28.8,ENE,25.4,2005
MORELOS,28.0,ENE,26.0,2005
NAYARIT,33.1,ENE,31.7,2005
NUEVO LEÓN,24.3,ENE,20.9,2005
OAXACA,31.1,ENE,27.8,2005
PUEBLA,24.7,ENE,21.4,2005
QUERÉTARO,26.8,ENE,23.3,2005
